,Time,Acc.
0,0.0,82.01000000000016
1,1.0,81.4667
2,2.0,69.31550000000001
3,3.0,29.926299999999987
4,4.0,11.873
5,5.0,10.140799999999997
6,6.0,10.07
7,7.0,10.0995
8,8.0,9.887099999999998
9,9.0,9.904999999999996
10,10.0,9.892900000000001
11,11.0,9.7757
12,12.0,9.840299999999997
13,13.0,9.9079
14,14.0,9.857199999999999
15,15.0,9.857199999999999
16,16.0,9.857199999999999
17,17.0,9.857199999999999
18,18.0,9.857199999999999
19,19.0,9.857199999999999
20,20.0,9.857199999999999
21,21.0,9.857199999999999
22,22.0,9.857199999999999
23,23.0,9.857199999999999
24,24.0,9.857199999999999
